"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"R303","RESC0402(1005)_N","3718.504mil","4440.944mil","3718.504mil","4440.945mil","3718.504mil","4460.629mil","B","270.00","RES_0402"
"R304","RESC0402(1005)_N","3247.047mil","4444.883mil","3247.047mil","4444.882mil","3247.047mil","4425.198mil","B","90.00","RES_0402"
"R305","RESC0402(1005)_N","3167.322mil","4263.779mil","3167.323mil","4263.779mil","3187.007mil","4263.779mil","T","180.00","RES_0402"
"R306","RESC0402(1005)_N","3759.843mil","3710.629mil","3759.843mil","3710.63mil","3759.843mil","3730.314mil","T","270.00","RES_0402"
"R307","RESC0402(1005)_N","3491.142mil","3780.511mil","3491.142mil","3780.512mil","3491.142mil","3800.196mil","T","270.00","RES_0402"
"R308","RESC0402(1005)_N","3536.417mil","3756.889mil","3536.417mil","3756.89mil","3536.417mil","3776.574mil","T","270.00","RES_0402"
"R309","RESC0402(1005)_N","3759.843mil","3795.277mil","3759.843mil","3795.276mil","3759.843mil","3775.592mil","T","90.00","RES_0402"
"SW1","DIP_Switch_SPST_CopalElectronics_CHS-01TB","2887.795mil","4495.079mil","2887.795mil","4495.079mil","2738.189mil","4495.079mil","T","360.00","CHS-01TB"
"SW2","SPDT_Power_L102021ML04Q_Thru-Hole","2463.583mil","171.654mil","2463.583mil","271.654mil","2644.685mil","171.654mil","T","90.00","SPDT_Power"
"SW3","PushButtonSwitch_CnK_1.14002.1110000","3882.874mil","2346.457mil","3882.874mil","2346.457mil","3768.7mil","2296.457mil","T","0.00","PushBut_Switch"
"U1","RF_Transceiver_LimeMicro_LMS6002D_DQFN-116","747.284mil","3608.742mil","747.284mil","3608.742mil","609.489mil","3429.609mil","T","90.00","LMS6002DFN"
"U2","ZYNQ_xc7z020clg484pkg_BGA-484","2035.591mil","2878.505mil","2035.591mil","2878.505mil","2366.3mil","2547.797mil","T","180.00","XC7Z020-1CLG484CES"
"U3","SPI_Flash_S25FL256SAGNFI00_WSON-8","3187.992mil","2028.545mil","3187.992mil","2028.545mil","3040.354mil","2103.545mil","T","0.00","SPI_Flash_S25FL256SAGNFI00"
"U4","DDR3_MICRON_MT41J128M16HA-15ED_FBGA96","3208.819mil","2524.608mil","3208.819mil","2524.608mil","3445.039mil","2650.592mil","T","270.00","DDR3_MICRON_MT41J128M16HA-15ED"
"U5","DDR3_MICRON_MT41J128M16HA-15ED_FBGA96","3208.821mil","3233.269mil","3208.821mil","3233.269mil","3445.041mil","3359.253mil","T","270.00","DDR3_MICRON_MT41J128M16HA-15ED"
"U6","EthernetPHY_TI_DP83865(PQFP)_VLA128A_N","2377.875mil","901.065mil","2377.874mil","901.064mil","2692.835mil","536.892mil","T","180.00","EthernetPHY_TI_DP83865DVH"
"U7","Oscillator_Vectron_VCC1-B2B-25M000_SMD","2379.843mil","901.064mil","2379.843mil","901.064mil","2479.843mil","822.324mil","B","180.00","Oscillator_Vectron_VCC1-B2B-25M000"
"U8","GigabitTransformer_H6062NLT_SOP-24","1346.457mil","924.214mil","1346.457mil","924.214mil","1633.858mil","649.214mil","T","180.00","GigabitTransformer_Pulse_H6062NLT"
"U16","EthernetPHY_TI_DP83865(PQFP)_VLA128A_N","3546.969mil","893.663mil","3546.969mil","893.663mil","3861.929mil","529.489mil","T","180.00","EthernetPHY_TI_DP83865DVH"
"U17","Oscillator_Vectron_VCC1-B2B-25M000_SMD","3547.048mil","895.986mil","3547.048mil","895.986mil","3647.048mil","817.246mil","B","180.00","Oscillator_Vectron_VCC1-B2B-25M000"
"U18","GPSReceiver_Skyworks_SE4110L_24QFN","2295.275mil","4177.166mil","2295.275mil","4177.166mil","2344.488mil","4256.891mil","T","270.00","GPSReceiver_Skyworks_SE4110L"
"U20","MAX_MAX8686_T4066M+1_N","433.071mil","2683.071mil","433.071mil","2683.071mil","551.181mil","2594.489mil","T","180.00","MAX-MAX8686-SQ43"
"U22","MAX_MAX15021ATI_28TQFN_T2855-6","251.969mil","2133.858mil","251.969mil","2133.858mil","311.024mil","2229.33mil","T","270.00","MAX_MAX15021ATI"
"U23","MAX_MAX15021ATI_28TQFN_T2855-6","927.165mil","2287.402mil","927.165mil","2287.402mil","868.109mil","2191.93mil","T","90.00","MAX_MAX15021ATI"
"U24","MAX_MAX15053EWL_9WLP_W91E1Z+1","1505.906mil","2255.907mil","1505.906mil","2255.905mil","1525.591mil","2236.222mil","T","180.00","MAX_MAX15053EWL"
"U25","MAX_MAX1510ETB_10TDFN_T1033+1","3673.228mil","2674.213mil","3673.228mil","2674.213mil","3731.298mil","2634.843mil","T","90.00","MAX_MAX1510ETB"
"U26","QuadComp_Fairchild_LM339MX-NOPB_14SOIC","1023.622mil","1679.134mil","1023.622mil","1679.134mil","1173.622mil","1774.606mil","T","270.00","QuadComp_Fairchild_LM339M"
"U27","NMOS_Fairchild_FDV301_SOT23-3","1293.307mil","1767.717mil","1293.307mil","1767.717mil","1293.307mil","1724.409mil","T","270.00","NMOS_Fairchild_FDV301"
"U28","LDO_Micrel_MIC94325YMTTR_TDFN-6","2812.008mil","1531.496mil","2812.008mil","1531.496mil","2831.694mil","1557.086mil","T","180.00","LDO_Micrel_MIC94325YMTTR"
"U32","LT1376CS8#PBF_8SOIC","1775.591mil","4059.055mil","1775.591mil","4059.055mil","1673.228mil","4134.055mil","T","360.00","Regulator_LT_LT1376CS8#PBF"
"U33","NMOS_Fairchild_FDV301_SOT23-3","2432.086mil","3596.457mil","2432.086mil","3596.457mil","2469.488mil","3553.149mil","B","90.00","NMOS_Fairchild_FDV301"
"U34","NMOS_Fairchild_FDV301_SOT23-3","2433.071mil","3805.118mil","2433.071mil","3805.118mil","2470.473mil","3761.81mil","B","90.00","NMOS_Fairchild_FDV301"
"U35","Regulator_LT_LT1507CS8-3.3#PBF_8SOIC","1862.205mil","4466.535mil","1862.205mil","4466.535mil","1767.716mil","4541.535mil","T","360.00","Regulator_LT_LT1507CS8-3.3#PBF"
"U36","LDO_Micrel_MIC94325YMTTR_TDFN-6","1224.409mil","4526.576mil","1224.409mil","4526.576mil","1198.82mil","4546.262mil","T","270.00","LDO_Micrel_MIC94355-GYMTTR"
"U37","LDO_Micrel_MIC94325YMTTR_TDFN-6","327.008mil","4069.883mil","327.008mil","4069.883mil","346.694mil","4095.473mil","T","180.00","LDO_Micrel_MIC94355-GYMTTR"
"U38","LDO_Micrel_MIC94325YMTTR_TDFN-6","1254.921mil","4275.592mil","1254.921mil","4275.592mil","1235.235mil","4250.002mil","T","360.00","LDO_Micrel_MIC94355-GYMTTR"
"U40","Balun_AnarenB0322J5050AHF_6-PIN_SMD","717.52mil","4321.852mil","717.52mil","4321.852mil","737.008mil","4347.442mil","B","180.00","Balun_AnarenB0322J5050AHF"
"U42","LDO_TI_LP3985_SOT23-5","1566.929mil","3436.026mil","1566.929mil","3436.026mil","1604.331mil","3398.624mil","T","180.00","LDO_TI_LP3985"
"U43","LevelTranslator_TI_SN74AVC1T45__SC70-6","977.361mil","3312.993mil","977.362mil","3312.993mil","934.054mil","3287.403mil","B","360.00","LevelTranslator_TI_SN74AVC1T45"
"U44","TCXO_KYOCERA_KT2520Y40000ECV28TBA_PCB-6PIN","1258.858mil","3377.955mil","1258.859mil","3377.955mil","1301.181mil","3348.918mil","B","180.00","TCXO_KYOCERA_KT2520Y40000ECV28TBA"
"U46","RF_Trans_50Ohm_Minicircuits_TC1-1-13M_AT224","223.426mil","4326.773mil","223.426mil","4326.773mil","273.426mil","4264.175mil","B","90.00","RF_Trans_50Ohm_Minicircuits_TC1-1-13M"
"U48","Oscillator_Fox_FXO-HC736R-33.3333_SMD","1790.355mil","2247.049mil","1790.355mil","2247.049mil","1707.677mil","2147.049mil","B","360.00","FXO-HC736R-33.3333"
"U49","Buffer_Fairchild_74LCX126_DQFN-14","3585.63mil","4450.787mil","3585.63mil","4450.787mil","3646.654mil","4460.63mil","B","180.00","Buffer_74LCX126"
"U50","Oscillator_Fox_767-12-69_HC5","3739.173mil","3914.37mil","3739.173mil","3914.37mil","3694.881mil","3864.37mil","B","90.00","FXO-HC536R-12"
"U51","FTDI_FT4232HQ_QFN64_2_N","3540.355mil","4136.812mil","3540.354mil","4136.811mil","3718.505mil","3989.174mil","T","180.00","COM-UART-FT4232H-QFN64"
"U52","Bus_Repeat_TI_PCA9515APWR_8-TSSOP","3212.598mil","3928.15mil","3212.598mil","3928.15mil","3174.212mil","4040.354mil","B","270.00","Bus_Repeat_TI_PCA9515APWR"
"U53","Buffer_Fairchild_NCWZ07_SC70-6","3283.465mil","4308.071mil","3283.465mil","4308.071mil","3320.867mil","4333.661mil","B","180.00","Buffer_NCWZ07"
"U55","EEPROM_Microchip_93LC56BT_IOT_SOT23-6","3646.653mil","3793.307mil","3646.653mil","3793.307mil","3684.055mil","3755.906mil","T","180.00","EEPROM_Microchip_93LC56BT_IOT"
"U56","Temp_Sensor_TI_TMP103_XBGA-4","571.85mil","3784.449mil","571.85mil","3784.449mil","579.724mil","3792.323mil","B","180.00","Temp_Sensor_TI_TMP103"
"U57","Temp_Sensor_TI_TMP103_XBGA-4","2337.598mil","3283.465mil","2337.598mil","3283.465mil","2345.472mil","3275.591mil","B","90.00","Temp_Sensor_TI_TMP103"
"U58","Temp_Sensor_TI_TMP103_XBGA-4","664.37mil","2817.913mil","664.37mil","2817.913mil","672.244mil","2810.039mil","B","90.00","Temp_Sensor_TI_TMP103"
"U19","TCXO_TXC_7Q-16.368MBG-T_4-PIN","2460.63mil","4042.323mil","2460.63mil","4042.323mil","2520.276mil","4068.701mil","B","180.00","TCXO_TXC_7Q-16.368MBG-T"
"J5","SD_Micro_Card_Conn_Wurth_693071010811","4090.551mil","1991.732mil","4384.842mil","1947.835mil","3963.583mil","2091.142mil","B","270.00","SD_Micro_Card_Conn_Wurth_693071010811"
"J1","JTAG_Header_Sullins_GRPB071VWTC-RC_7-Pos","4192.913mil","3659.449mil","4192.913mil","3659.449mil","4109.252mil","3809.449mil","T","0.00","JTAG_Header_Sullins_GRPB071VWTC-RC"
"J6","MicroUSB_ConnReceptacle_Hirose_ZX62-B-5PA(11)_pcb","4267.717mil","4129.921mil","4524.606mil","4118.11mil","4205.709mil","4078.74mil","T","90.00","MicroUSB_Connector"
"J2","RJ-45_BelFuse_L834-1G1T-S7_pcb","491.929mil","1198.819mil","501.969mil","1198.819mil","766.929mil","1394.842mil","B","90.00","RJ-45, Belfuse"
"J3","RJ-45_BelFuse_L834-1G1T-S7_pcb","491.929mil","355.315mil","501.969mil","355.315mil","766.929mil","551.339mil","B","90.00","RJ-45, Belfuse"
"J11","Header_FCI_20021221-00008T4LF_8-pos","175.197mil","1179.134mil","175.197mil","1179.134mil","250mil","1104.134mil","T","180.00","Header-8_PoE"
"J12","Header_Mil-Max_800-10-002-40-002000_2-Pos","4287.598mil","890.748mil","4337.598mil","890.748mil","4337.598mil","890.748mil","T","180.00","Header-2_milmax"
"J13","Connector_SMA_Amphenol_132255_Edgemount","2432.894mil","4570.827mil","2433.071mil","4628.937mil","2600.394mil","4577.717mil","T","360.00","SMA_Connector"
"LD2","LED0603(1608)_HSMG-C190","4316.929mil","2498.032mil","4316.929mil","2498.032mil","4348.425mil","2498.032mil","T","180.00","LED0603"
"LD3","LED0603(1608)_HSMG-C190","4316.929mil","2324.803mil","4316.929mil","2324.803mil","4348.425mil","2324.803mil","T","180.00","LED0603"
"LD5","LED0603(1608)_HSMG-C190","4316.929mil","2669.292mil","4316.929mil","2669.292mil","4348.425mil","2669.292mil","T","180.00","LED0603"
"LD6","LED0603(1608)_HSMG-C190","4316.929mil","2582.677mil","4316.929mil","2582.677mil","4348.425mil","2582.677mil","T","180.00","LED0603"
"R113","RESC0402(1005)_N","4212.598mil","2498.031mil","4212.598mil","2498.032mil","4232.283mil","2498.031mil","T","180.00","RES_0402"
"R114","RESC0402(1005)_N","4212.598mil","2324.803mil","4212.598mil","2324.803mil","4232.283mil","2324.803mil","T","180.00","RES_0402"
"R115","RESC0402(1005)_N","4212.598mil","2670.276mil","4212.598mil","2670.276mil","4232.283mil","2670.276mil","T","180.00","RES_0402"
"R116","RESC0402(1005)_N","4212.598mil","2583.661mil","4212.598mil","2583.662mil","4232.283mil","2583.661mil","T","180.00","RES_0402"
"LD7","LED0603(1608)_HSMG-C190","4316.929mil","2417.323mil","4316.929mil","2417.323mil","4348.425mil","2417.323mil","T","180.00","LED0603"
"R117","RESC0402(1005)_N","4212.598mil","2417.323mil","4212.598mil","2417.323mil","4232.283mil","2417.323mil","T","180.00","RES_0402"
"R118","RESC0402(1005)_N","308.071mil","945.866mil","308.071mil","945.866mil","288.386mil","945.866mil","T","360.00","RES_0402"
"R119","RESC0402(1005)_N","283.465mil","1407.48mil","283.465mil","1407.48mil","263.78mil","1407.48mil","T","360.00","RES_0402"
"R120","RESC0402(1005)_N","190.945mil","207.677mil","190.945mil","207.677mil","190.945mil","187.992mil","T","90.00","RES_0402"
"R121","RESC0402(1005)_N","198.819mil","509.842mil","198.819mil","509.842mil","198.819mil","529.528mil","T","270.00","RES_0402"

